id,garment_id,split,source_row,gender,category,type,brand,colors,size,cut,pattern,material,season,trend,usage,price,condition,pilling,holes,stains,smell,timestamp,station,period,productDisplayName,articleType,baseColour,image_path
train-4522,4522,train,4071,Women,Ladies,Jeans,Maison Scotch,White,34,Regular,,92%cotton 6%polyester 2%elastane,Spring,Denim,Reuse,100-150,5,5,,,,2023_02_06_09_35_55,station1,feb2023,Maison Scotch Jeans,Jeans,White,data/second_hand_clothing/images/train-4522.webp
train-4523,4523,train,4072,Women,Ladies,Trousers,Zara,Multicolor / White / Brown / Blue / Black / Grey,S,Regular,Checkered print,66%polyester 32%viscose 2%elstane,Spring,,Reuse,100-150,5,5,,,,2023_02_06_10_07_02,station1,feb2023,Zara Trousers,Trousers,Multicolor / White / Brown / Blue / Black / Grey,data/second_hand_clothing/images/train-4523.webp
train-4524,4524,train,4073,Women,Ladies,Trousers,Zara,Multicolor / White / Brown / Blue / Black / Grey,S,Regular,Checkered print,66%polyester 32%viscose 2%elstane,Spring,,Export,50-100,3,5,,,,2023_02_06_10_07_30,station1,feb2023,Zara Trousers,Trousers,Multicolor / White / Brown / Blue / Black / Grey,data/second_hand_clothing/images/train-4524.webp
train-4525,4525,train,4074,Women,Ladies,Sweater,Not in the list,Pink,,Regular,,100%acrylic,Spring,,Export,50-100,4,3,,,,2023_02_06_10_11_55,station1,feb2023,Sweater,Sweater,Pink,data/second_hand_clothing/images/train-4525.webp
train-4526,4526,train,4075,Women,Ladies,T-shirt,Lager 157,White,XL,V-collar,,100%cotton,Summer,,Reuse,50-100,5,5,,,,2023_02_06_10_14_30,station1,feb2023,Lager 157 T-shirt,T-shirt,White,data/second_hand_clothing/images/train-4526.webp
train-4527,4527,train,4076,Women,Ladies,Skirt,New Look,Multicolor / Blue / White / Pink / Beige / Black / Orange,38,Loose,Floral print,100%viscose,Summer,,Export,<50,4,5,,,,2023_02_06_10_17_15,station1,feb2023,New Look Skirt,Skirt,Multicolor / Blue / White / Pink / Beige / Black / Orange,data/second_hand_clothing/images/train-4527.webp
train-4528,4528,train,4077,Women,Ladies,Jeans,Gina Tricot,Black,M,Regular,,98%cotton 2%elstane,Autumn,Denim,Export,<50,3,4,,Major,,2023_02_06_10_18_58,station1,feb2023,Gina Tricot Jeans,Jeans,Black,data/second_hand_clothing/images/train-4528.webp
train-4529,4529,train,4078,Women,Ladies,Cardigan,Kappahl,Beige,XL,V-collar,Glitter,45%viscose 30%cotton 25%lurex,Spring,,Reuse,50-100,5,5,,,,2023_02_06_10_21_29,station1,feb2023,Kappahl Cardigan,Cardigan,Beige,data/second_hand_clothing/images/train-4529.webp
train-453,453,train,423,Women,Ladies,Top,Not in the list,White,38,Regular,,100% cotton,All,,Export,<50,2,3,,,,2023_04_26_13_33_34,station1,apr2023,Top,Top,White,data/second_hand_clothing/images/train-453.webp
train-4530,4530,train,4079,Women,Ladies,Tank top,Not in the list,Green,S,C-collar,Glitter,100%viscose,Summer,,Export,50-100,3,3,,,Minor,2023_02_06_10_23_55,station1,feb2023,Tank top,Tank top,Green,data/second_hand_clothing/images/train-4530.webp
train-4531,4531,train,4080,Women,Ladies,Sweater,Dorothy Perkins,Red,36,Regular,,52%cotton 48%acrylic,Autumn,,Export,<50,1,3,Minor,,Minor,2023_02_06_10_26_36,station1,feb2023,Dorothy Perkins Sweater,Sweater,Red,data/second_hand_clothing/images/train-4531.webp
train-4533,4533,train,4081,Women,Ladies,Skirt,Not in the list,Multicolor / Grey / White / Black / Pink / Purple / Red,36,Loose,Floral print,100%polyester,Summer,,Reuse,50-100,5,5,,,Minor,2023_02_06_10_32_06,station1,feb2023,Skirt,Skirt,Multicolor / Grey / White / Black / Pink / Purple / Red,data/second_hand_clothing/images/train-4533.webp
train-4536,4536,train,4082,Women,Ladies,Dress,Not in the list,Brown,,Regular,,100%cotton,Autumn,,Export,50-100,3,3,,,,2023_02_06_10_42_02,station1,feb2023,Dress,Dress,Brown,data/second_hand_clothing/images/train-4536.webp
train-4537,4537,train,4083,Women,Ladies,Skirt,Kappahl,Yellow / Pink / Black / Multicolor,38,Loose,Floral print,"74% viscose, 26% cotton",Summer,,Reuse,100-150,5,5,,,Minor,2023_02_07_07_19_57,station1,feb2023,Kappahl Skirt,Skirt,Yellow / Pink / Black / Multicolor,data/second_hand_clothing/images/train-4537.webp
train-4538,4538,train,4084,Women,Ladies,Cardigan,Twist & Tango,White,L,Tight,,100% cotton,Spring,,Recycle,<50,3,5,,Minor,Minor,2023_02_07_07_25_33,station1,feb2023,Twist & Tango Cardigan,Cardigan,White,data/second_hand_clothing/images/train-4538.webp
train-4539,4539,train,4085,Women,Ladies,Dress,H&M,Blue / Yellow,42,Loose,Other,100% viscose,Autumn,,Repair,50-100,2,5,,,,2023_02_07_07_32_00,station1,feb2023,H&M Dress,Dress,Blue / Yellow,data/second_hand_clothing/images/train-4539.webp
train-454,454,train,424,Women,Ladies,Top,Not in the list,Pink,M,Oversize,Glitter,"85% viscose, 15% polyester",All,,Reuse,100-150,4,5,,,,2023_04_26_13_36_55,station1,apr2023,Top,Top,Pink,data/second_hand_clothing/images/train-454.webp
train-4540,4540,train,4086,Women,Ladies,Dress,Bikbok,Red,M,Tight,,"80% viscose, 20 polyester",Summer,,Reuse,50-100,5,5,,,Minor,2023_02_07_07_35_05,station1,feb2023,Bikbok Dress,Dress,Red,data/second_hand_clothing/images/train-4540.webp
train-4541,4541,train,4087,Women,Ladies,Jeans,Not in the list,White,34,Cropped,,100% cotton,Summer,,Recycle,<50,2,5,,Minor,,2023_02_07_07_39_17,station1,feb2023,Jeans,Jeans,White,data/second_hand_clothing/images/train-4541.webp
train-4542,4542,train,4088,Men,Men,Shirt,Not in the list,White,XL,Regular,Other,"63% polyester, 37% cotton",All,,Export,<50,1,5,,Minor,Minor,2023_02_07_07_44_43,station1,feb2023,Shirt,Shirt,White,data/second_hand_clothing/images/train-4542.webp
train-4543,4543,train,4089,Men,Men,Jeans,Not in the list,Blue,40,,,100% cotton,All,,Reuse,<50,3,5,,Minor,,2023_02_07_08_22_23,station1,feb2023,Jeans,Jeans,Blue,data/second_hand_clothing/images/train-4543.webp
train-4544,4544,train,4090,Men,Men,Shirt,Not in the list,Grey,L,Regular,,66%visc 34%poly,All,,Export,<50,2,5,Minor,Minor,,2023_02_07_08_37_40,station1,feb2023,Shirt,Shirt,Grey,data/second_hand_clothing/images/train-4544.webp
train-4545,4545,train,4091,Men,Men,Shirt,Not in the list,Blue,L,Regular,,100%cott,All,,Export,<50,2,5,,Major,,2023_02_07_10_25_06,station1,feb2023,Shirt,Shirt,Blue,data/second_hand_clothing/images/train-4545.webp
train-4546,4546,train,4092,Women,Ladies,Cardigan,Only,Black,L,Regular,,100%cott,All,,Recycle,<50,3,5,,Minor,,2023_02_07_13_59_49,station1,feb2023,Only Cardigan,Cardigan,Black,data/second_hand_clothing/images/train-4546.webp
train-4548,4548,train,4093,Women,Ladies,Blouse,Missing,Multicolor / Yellow / White / Green / Pink,,Cropped,Floral print,100%Visc,Spring,,Reuse,<50,4,5,,,,2023_02_07_14_15_23,station1,feb2023,Blouse,Blouse,Multicolor / Yellow / White / Green / Pink,data/second_hand_clothing/images/train-4548.webp
train-4549,4549,train,4094,Women,Ladies,Sweater,Missing,White / Blue,,Cropped,Striped,100%Cott,All,,Reuse,<50,4,5,,,,2023_02_07_14_22_20,station1,feb2023,Sweater,Sweater,White / Blue,data/second_hand_clothing/images/train-4549.webp
train-455,455,train,425,Women,Ladies,Sweater,Gina Tricot,Beige,S,Oversize,Glitter,100% polyester,Autumn,,Reuse,50-100,4,5,,,,2023_04_26_13_40_50,station1,apr2023,Gina Tricot Sweater,Sweater,Beige,data/second_hand_clothing/images/train-455.webp
train-4551,4551,train,4095,Women,Ladies,Blouse,Not in the list,Multicolor / Black / White / Brown / Beige,,C-collar,Geometric print,100%polyamide,Spring,,Export,<50,4,5,,,,2023_02_08_08_05_08,station1,feb2023,Blouse,Blouse,Multicolor / Black / White / Brown / Beige,data/second_hand_clothing/images/train-4551.webp
train-4553,4553,train,4097,Men,Men,Rain trousers,Not in the list,Black,XL,Regular,,100%polyester,Autumn,,Export,50-100,3,5,,Major,,2023_02_08_08_12_53,station1,feb2023,Rain trousers,Rain trousers,Black,data/second_hand_clothing/images/train-4553.webp
train-4554,4554,train,4098,Men,Men,T-shirt,H&M,Black,XXL,C-collar,Logo print,100%cotton,Summer,,Export,<50,3,4,,Minor,,2023_02_08_08_17_31,station1,feb2023,H&M T-shirt,T-shirt,Black,data/second_hand_clothing/images/train-4554.webp
train-4555,4555,train,4099,Women,Ladies,Shorts,Adidas,Black / White,,Tight,Logo print,90%polyester 10%elastane,Summer,Sports,Reuse,50-100,5,5,,,,2023_02_08_08_20_27,station1,feb2023,Adidas Shorts,Shorts,Black / White,data/second_hand_clothing/images/train-4555.webp
train-4556,4556,train,4100,Women,Ladies,Trousers,Not in the list,Beige,,Regular,Logo print,100%nylon,Spring,,Export,50-100,4,4,,,Minor,2023_02_08_08_24_52,station1,feb2023,Trousers,Trousers,Beige,data/second_hand_clothing/images/train-4556.webp
train-4557,4557,train,4101,Women,Ladies,T-shirt,Not in the list,Black,L,C-collar,,100%cotton,Autumn,,Export,<50,3,4,,Major,,2023_02_08_08_27_27,station1,feb2023,T-shirt,T-shirt,Black,data/second_hand_clothing/images/train-4557.webp
train-4558,4558,train,4102,Women,Ladies,Rain jacket,Helly Hansen,Purple,XL,Regular,Logo print,100%polyester,Spring,,Export,50-100,3,4,,Major,,2023_02_08_08_33_41,station1,feb2023,Helly Hansen Rain jacket,Rain jacket,Purple,data/second_hand_clothing/images/train-4558.webp
train-4559,4559,train,4103,Women,Ladies,Tights,Not in the list,Green / Black,L,Regular,Animal print,82%polyester 18%elastane,Spring,,Export,<50,3,4,,,Major,2023_02_08_08_36_16,station1,feb2023,Tights,Tights,Green / Black,data/second_hand_clothing/images/train-4559.webp
train-4560,4560,train,4104,Women,Ladies,Dress,Not in the list,Black,,C-collar,,100%viscose,Summer,,Export,<50,1,4,Minor,Minor,Major,2023_02_08_08_38_30,station1,feb2023,Dress,Dress,Black,data/second_hand_clothing/images/train-4560.webp
train-4561,4561,train,4105,Women,Ladies,T-shirt,Not in the list,Brown,L,C-collar,,100%cotton,Autumn,,Export,<50,3,4,,Minor,Minor,2023_02_08_08_41_32,station1,feb2023,T-shirt,T-shirt,Brown,data/second_hand_clothing/images/train-4561.webp
train-4562,4562,train,4106,Women,Ladies,Jacket,Lager 157,Black,L,Regular,Logo print,80%cotton 20%polyester,Autumn,,Export,<50,2,4,,Major,Minor,2023_02_08_08_45_21,station1,feb2023,Lager 157 Jacket,Jacket,Black,data/second_hand_clothing/images/train-4562.webp
train-4563,4563,train,4107,Women,Ladies,Dress,Isolde,Red,S,C-collar,Glitter,92%polyamide 4%lurex 4%elastane,Summer,,Export,<50,4,4,,,Minor,2023_02_08_08_50_15,station1,feb2023,Isolde Dress,Dress,Red,data/second_hand_clothing/images/train-4563.webp
train-4564,4564,train,4108,Women,Ladies,Dress,Second Female,Black,S,Regular,Glitter,100%viscose,Summer,,Export,<50,4,4,,,Minor,2023_02_08_09_24_18,station1,feb2023,Second Female Dress,Dress,Black,data/second_hand_clothing/images/train-4564.webp
train-4565,4565,train,4109,Women,Ladies,T-shirt,Not in the list,Multicolor / White / Green / Black / Brown / Beige / Blue / Grey / Orange / Pink / Red / Yellow,S,Regular,Other,100%cotton,Summer,,Export,<50,4,5,,Minor,,2023_02_08_09_27_09,station1,feb2023,T-shirt,T-shirt,Multicolor / White / Green / Black / Brown / Beige / Blue / Grey / Orange / Pink / Red / Yellow,data/second_hand_clothing/images/train-4565.webp
train-4566,4566,train,4110,Women,Ladies,Training top,Everest,White / Beige,38,Regular,Geometric print,100%polyester,Spring,Sports,Export,<50,4,4,,,Minor,2023_02_08_09_29_07,station1,feb2023,Everest Training top,Training top,White / Beige,data/second_hand_clothing/images/train-4566.webp
train-4567,4567,train,4111,Women,Ladies,Trousers,Amisu (New Yorker),White / Black,40,Loose,Geometric print,100%viscose,Summer,,Export,<50,4,4,,Minor,Major,2023_02_08_09_31_18,station1,feb2023,Amisu (New Yorker) Trousers,Trousers,White / Black,data/second_hand_clothing/images/train-4567.webp
train-4568,4568,train,4112,Women,Ladies,T-shirt,Gina Tricot,Purple,XS,C-collar,,50%cotton 50%modal,Summer,,Export,<50,3,4,,Major,Minor,2023_02_08_09_33_15,station1,feb2023,Gina Tricot T-shirt,T-shirt,Purple,data/second_hand_clothing/images/train-4568.webp
train-4569,4569,train,4113,Women,Ladies,T-shirt,Filippa K,Beige,S,C-collar,,100%lyocell,Summer,,Export,50-100,2,4,Minor,,,2023_02_08_09_36_48,station1,feb2023,Filippa K T-shirt,T-shirt,Beige,data/second_hand_clothing/images/train-4569.webp
train-4570,4570,train,4114,Women,Ladies,Blouse,Not in the list,White,S,Regular,,100%polyester,Summer,,Reuse,50-100,5,5,,,,2023_02_08_09_38_57,station1,feb2023,Blouse,Blouse,White,data/second_hand_clothing/images/train-4570.webp
train-4571,4571,train,4115,Women,Ladies,Tank top,Lager 157,Black,XL,C-collar,,95%cotton 5%elastane,Summer,,Reuse,<50,5,5,,,,2023_02_08_09_40_43,station1,feb2023,Lager 157 Tank top,Tank top,Black,data/second_hand_clothing/images/train-4571.webp
train-4573,4573,train,4116,Women,Ladies,Blouse,Not in the list,Multicolor / White / Black / Yellow / Pink,L,Regular,Floral print,100%polyester,Summer,,Reuse,50-100,5,5,,,Minor,2023_02_08_09_46_20,station1,feb2023,Blouse,Blouse,Multicolor / White / Black / Yellow / Pink,data/second_hand_clothing/images/train-4573.webp
train-4574,4574,train,4117,Women,Ladies,Blouse,Gina Tricot,Black / White,38,V-collar,Dots,100%polyester,Summer,,Export,<50,3,5,,Minor,Minor,2023_02_08_09_50_40,station1,feb2023,Gina Tricot Blouse,Blouse,Black / White,data/second_hand_clothing/images/train-4574.webp
train-4576,4576,train,4118,Women,Ladies,T-shirt,H&M,Multicolor / White / Black / Grey / Blue / Orange / Pink / Turquoise,36,C-collar,Other,50%cotton 50%viscose,Summer,,Export,<50,4,4,,,Minor,2023_02_08_10_00_47,station1,feb2023,H&M T-shirt,T-shirt,Multicolor / White / Black / Grey / Blue / Orange / Pink / Turquoise,data/second_hand_clothing/images/train-4576.webp
train-4577,4577,train,4119,Women,Ladies,Tank top,H&M,Beige,36,V-collar,,100%viscose,Summer,,Export,<50,4,4,,Minor,Minor,2023_02_08_10_06_00,station1,feb2023,H&M Tank top,Tank top,Beige,data/second_hand_clothing/images/train-4577.webp
train-4578,4578,train,4120,Women,Ladies,Sweater,Stormberg,Pink,S,Regular,,100%polyester,Spring,,Export,<50,3,3,,Minor,Minor,2023_02_08_10_09_18,station1,feb2023,Stormberg Sweater,Sweater,Pink,data/second_hand_clothing/images/train-4578.webp
train-4579,4579,train,4121,Men,Men,Jeans,Not in the list,Blue,36,Regular,Logo print,100%cotton,Autumn,Denim,Export,<50,3,5,,Major,,2023_02_08_12_04_41,station1,feb2023,Jeans,Jeans,Blue,data/second_hand_clothing/images/train-4579.webp
train-458,458,train,427,Women,Ladies,Sweater,Isolde,Blue,XL,Turtle neck,,100% cotton,Autumn,,Export,<50,2,3,,,,2023_04_26_13_51_56,station1,apr2023,Isolde Sweater,Sweater,Blue,data/second_hand_clothing/images/train-458.webp
train-4581,4581,train,4122,Men,Men,Shorts,Logg (H&M),Blue,36,Regular,,100%cotton,Summer,Denim,Export,50-100,3,5,,Major,,2023_02_08_12_12_12,station1,feb2023,Logg (H&M) Shorts,Shorts,Blue,data/second_hand_clothing/images/train-4581.webp
train-4583,4583,train,4124,Women,Ladies,Tights,Kari Traa,Multicolor / Grey / Blue / Pink / Beige / Brown,XL,Regular,Geometric print,81%polyamide 19%elastane,Spring,Sports,Export,50-100,3,5,,Major,Major,2023_02_08_12_18_56,station1,feb2023,Kari Traa Tights,Tights,Multicolor / Grey / Blue / Pink / Beige / Brown,data/second_hand_clothing/images/train-4583.webp
train-4584,4584,train,4125,Women,Ladies,Tunic,Not in the list,Multicolor / Black / Blue / Red / Green / Pink / Purple / Turquoise / Orange / White / Yellow,M,C-collar,Floral print,100%viscose,Spring,,Export,50-100,4,5,,,Minor,2023_02_08_12_22_56,station1,feb2023,Tunic,Tunic,Multicolor / Black / Blue / Red / Green / Pink / Purple / Turquoise / Orange / White / Yellow,data/second_hand_clothing/images/train-4584.webp
train-4585,4585,train,4126,Women,Ladies,Dress,Not in the list,Black,,Tight,,52%polyester 38%cotton 10%elastane,Summer,,Export,<50,3,3,,Minor,Minor,2023_02_08_12_27_47,station1,feb2023,Dress,Dress,Black,data/second_hand_clothing/images/train-4585.webp
train-4586,4586,train,4127,Women,Ladies,Trousers,Kappahl,Beige,L,Tight,,100% Cott,All,,Recycle,<50,3,5,,Major,,2023_02_08_14_10_40,station1,feb2023,Kappahl Trousers,Trousers,Beige,data/second_hand_clothing/images/train-4586.webp
train-4587,4587,train,4128,Women,Ladies,Cardigan,Not in the list,Blue / Brown,S,Regular,Other,100% Cott,All,,Reuse,<50,4,5,,,,2023_02_08_14_14_37,station1,feb2023,Cardigan,Cardigan,Blue / Brown,data/second_hand_clothing/images/train-4587.webp
train-4588,4588,train,4129,Women,Ladies,Cardigan,Not in the list,Blue,M,V-collar,Other,78% Acry 22% Poly,All,,Export,<50,2,2,,Minor,,2023_02_08_14_19_53,station1,feb2023,Cardigan,Cardigan,Blue,data/second_hand_clothing/images/train-4588.webp
train-4589,4589,train,4130,Women,Ladies,Top,Not in the list,Black / White,,C-collar,Geometric print,100% Cott,All,90s,Reuse,<50,5,5,,,,2023_02_08_14_23_56,station1,feb2023,Top,Top,Black / White,data/second_hand_clothing/images/train-4589.webp
train-459,459,train,428,Women,Ladies,Sweater,Isolde,White,XL,Turtle neck,,100% cotton,Autumn,,Export,<50,1,2,,Minor,,2023_04_26_13_54_39,station1,apr2023,Isolde Sweater,Sweater,White,data/second_hand_clothing/images/train-459.webp
train-4590,4590,train,4131,Men,Men,Shirt,Oscar Of Sweden,White,40,Regular,,100%cotton,Spring,,Export,<50,2,4,,Major,Minor,2023_02_09_12_15_06,station1,feb2023,Oscar Of Sweden Shirt,Shirt,White,data/second_hand_clothing/images/train-4590.webp
train-4591,4591,train,4132,Women,Ladies,Shirt,Not in the list,White / Brown,,Regular,Striped,100%cotton,Spring,,Export,<50,3,4,,Major,,2023_02_09_12_18_27,station1,feb2023,Shirt,Shirt,White / Brown,data/second_hand_clothing/images/train-4591.webp
train-4592,4592,train,4133,Women,Ladies,Jacket,Not in the list,Multicolor / White / Black / Pink,,Regular,Logo print,100%polyester,Spring,,Reuse,100-150,5,5,,,Minor,2023_02_09_12_22_31,station1,feb2023,Jacket,Jacket,Multicolor / White / Black / Pink,data/second_hand_clothing/images/train-4592.webp
train-4594,4594,train,4134,Women,Ladies,Tights,Not in the list,Black,,Regular,,92%cotton 8%elastane,Spring,,Export,<50,2,4,Major,Minor,Major,2023_02_09_12_30_06,station1,feb2023,Tights,Tights,Black,data/second_hand_clothing/images/train-4594.webp
train-4595,4595,train,4135,Men,Men,Vest,Not in the list,Beige,,V-collar,Logo print,100%cotton,Autumn,,Reuse,100-150,4,5,,Minor,Minor,2023_02_09_12_32_25,station1,feb2023,Vest,Vest,Beige,data/second_hand_clothing/images/train-4595.webp
train-4596,4596,train,4136,Men,Men,Trousers,Not in the list,Beige,46,Regular,,50%polyester 50%viscose,Autumn,,Export,50-100,3,4,Major,Minor,Minor,2023_02_09_12_50_35,station1,feb2023,Trousers,Trousers,Beige,data/second_hand_clothing/images/train-4596.webp
train-4597,4597,train,4137,Women,Ladies,Shirt,Not in the list,Green,48,Regular,,55%linen 45%cotton,Spring,,Reuse,50-100,5,5,,,Minor,2023_02_09_12_54_38,station1,feb2023,Shirt,Shirt,Green,data/second_hand_clothing/images/train-4597.webp
train-4598,4598,train,4138,Women,Ladies,Blouse,Not in the list,Yellow / White,40,V-collar,Floral print,100%polyester,Spring,,Reuse,50-100,5,5,,,Minor,2023_02_09_12_57_40,station1,feb2023,Blouse,Blouse,Yellow / White,data/second_hand_clothing/images/train-4598.webp
train-4599,4599,train,4139,Women,Ladies,Dress,Not in the list,Yellow,42,Loose,,100%cotton,Summer,,Export,50-100,4,4,,,Minor,2023_02_09_13_00_27,station1,feb2023,Dress,Dress,Yellow,data/second_hand_clothing/images/train-4599.webp
train-46,46,train,43,Women,Ladies,Sweater,East West,White,M,Turtle neck,Other,100% cotton,All,,Export,<50,2,4,,Major,Minor,2023_04_12_13_18_00,station1,apr2023,East West Sweater,Sweater,White,data/second_hand_clothing/images/train-46.webp
train-460,460,train,429,Women,Ladies,Vest,Mywear (Ica),White / Black,42,Turtle neck,Other,100% polyester,All,,Recycle,<50,1,1,,,Minor,2023_04_27_06_32_23,station1,apr2023,Mywear (Ica) Vest,Vest,White / Black,data/second_hand_clothing/images/train-460.webp
train-4600,4600,train,4140,Women,Ladies,Dress,Not in the list,Blue,46,V-collar,,100%cotton,Summer,,Export,<50,1,4,Major,Minor,,2023_02_09_13_04_48,station1,feb2023,Dress,Dress,Blue,data/second_hand_clothing/images/train-4600.webp
train-4601,4601,train,4141,Women,Ladies,Dress,Not in the list,Multicolor / Yellow / Brown / Pink / Orange / Green / Blue / Turquoise / Red,46,Regular,Floral print,100%polyester,Summer,,Export,<50,2,5,,,,2023_02_09_13_07_57,station1,feb2023,Dress,Dress,Multicolor / Yellow / Brown / Pink / Orange / Green / Blue / Turquoise / Red,data/second_hand_clothing/images/train-4601.webp
train-4602,4602,train,4142,Men,Men,T-shirt,Not in the list,Multicolor / Black / White / Grey / Yellow / Orange / Brown,M,Regular,Other,100%cotton,Autumn,,Export,<50,2,4,,Major,Minor,2023_02_09_13_10_48,station1,feb2023,T-shirt,T-shirt,Multicolor / Black / White / Grey / Yellow / Orange / Brown,data/second_hand_clothing/images/train-4602.webp
train-4603,4603,train,4143,Women,Ladies,Cardigan,Not in the list,Beige / Black,,Regular,Glitter,100%polyester,Autumn,,Export,<50,2,4,Major,,Major,2023_02_09_13_30_56,station1,feb2023,Cardigan,Cardigan,Beige / Black,data/second_hand_clothing/images/train-4603.webp
train-4604,4604,train,4144,Women,Ladies,Tank top,Not in the list,White,48,C-collar,,100%silk,Summer,,Reuse,50-100,5,5,,,,2023_02_09_13_33_03,station1,feb2023,Tank top,Tank top,White,data/second_hand_clothing/images/train-4604.webp
train-4605,4605,train,4145,Men,Men,Jacket,Swedemount,Blue,S,Regular,Logo print,100%cotton,Winter,,Export,50-100,3,4,,Minor,,2023_02_09_13_36_35,station1,feb2023,Swedemount Jacket,Jacket,Blue,data/second_hand_clothing/images/train-4605.webp
train-4606,4606,train,4146,Men,Men,T-shirt,Not in the list,Multicolor / Grey / Green / Brown / Beige / Pink / Black / White,M,C-collar,Other,100%cotton,Summer,,Export,<50,3,4,,Minor,,2023_02_09_13_39_04,station1,feb2023,T-shirt,T-shirt,Multicolor / Grey / Green / Brown / Beige / Pink / Black / White,data/second_hand_clothing/images/train-4606.webp
train-4607,4607,train,4147,Women,Ladies,Tank top,Not in the list,Yellow,40,Regular,Floral print,100%cotton,Summer,,Export,<50,4,5,,,Minor,2023_02_09_13_40_56,station1,feb2023,Tank top,Tank top,Yellow,data/second_hand_clothing/images/train-4607.webp
train-4608,4608,train,4148,Men,Men,Trousers,Inwear,Grey,40,Regular,,88%polyester 12%elastane,Autumn,,Export,100-150,4,5,,Minor,,2023_02_09_13_44_14,station1,feb2023,Inwear Trousers,Trousers,Grey,data/second_hand_clothing/images/train-4608.webp
train-4609,4609,train,4149,Women,Ladies,Skirt,Esprit,Black / White,L,Tight,Striped,65%polyester 35%cotton,Summer,,Export,<50,2,2,,,,2023_02_09_13_46_25,station1,feb2023,Esprit Skirt,Skirt,Black / White,data/second_hand_clothing/images/train-4609.webp
train-461,461,train,430,Women,Ladies,Blouse,Isolde,Blue / White,XL,V-collar,Dots,"81% viscose, 19% nylon",Summer,,Reuse,50-100,4,5,,,,2023_04_27_06_47_48,station1,apr2023,Isolde Blouse,Blouse,Blue / White,data/second_hand_clothing/images/train-461.webp
train-4610,4610,train,4150,Women,Ladies,Dress,Indiska,White / Yellow / Blue / Purple / Multicolor,M,Regular,Floral print,100%cotton,Summer,,Export,<50,4,4,,,Major,2023_02_09_13_49_30,station1,feb2023,Indiska Dress,Dress,White / Yellow / Blue / Purple / Multicolor,data/second_hand_clothing/images/train-4610.webp
train-4611,4611,train,4151,Women,Ladies,Shorts,Not in the list,White / Purple / Multicolor / Red / Pink / Green / Beige / Turquoise,36,Loose,Floral print,80%viscose 20%linen,Summer,,Reuse,50-100,5,5,,,Minor,2023_02_09_13_53_26,station1,feb2023,Shorts,Shorts,White / Purple / Multicolor / Red / Pink / Green / Beige / Turquoise,data/second_hand_clothing/images/train-4611.webp
train-4613,4613,train,4152,Women,Ladies,Blouse,Not in the list,Multicolor / Black / Blue / Green / Orange / Pink / Brown / White / Turquoise / Yellow / Red,40,C-collar,Geometric print,unknown,Spring,,Reuse,50-100,5,5,,,Major,2023_02_09_14_03_21,station1,feb2023,Blouse,Blouse,Multicolor / Black / Blue / Green / Orange / Pink / Brown / White / Turquoise / Yellow / Red,data/second_hand_clothing/images/train-4613.webp
train-4614,4614,train,4153,Women,Ladies,Tank top,Not in the list,White,,V-collar,,100%polyester,Summer,,Export,<50,2,5,,Major,Minor,2023_02_09_14_06_11,station1,feb2023,Tank top,Tank top,White,data/second_hand_clothing/images/train-4614.webp
train-4615,4615,train,4154,Women,Ladies,Skirt,Not in the list,White / Black,,Cropped,Dots,100%polyester,Summer,,Export,<50,4,5,,,Major,2023_02_09_14_07_52,station1,feb2023,Skirt,Skirt,White / Black,data/second_hand_clothing/images/train-4615.webp
train-4617,4617,train,4155,Men,Men,sweater,Dressman,Black,M,Regular,,100% Cott,All,,Reuse,<50,4,5,,,,2023_02_10_07_14_58,station1,feb2023,Dressman sweater,sweater,Black,data/second_hand_clothing/images/train-4617.webp
train-4618,4618,train,4156,Women,Ladies,Cardigan,Dressman,Yellow,,C-collar,Embroidered,100% Wool,All,,Reuse,100-150,5,5,,,,2023_02_10_07_19_15,station1,feb2023,Dressman Cardigan,Cardigan,Yellow,data/second_hand_clothing/images/train-4618.webp
train-4619,4619,train,4157,Women,Ladies,Shorts,Not in the list,Multicolor / Red / Yellow / Blue,38,C-collar,Other,100% Visc,Summer,,Repair,100-150,3,5,,,,2023_02_10_07_25_14,station1,feb2023,Shorts,Shorts,Multicolor / Red / Yellow / Blue,data/second_hand_clothing/images/train-4619.webp
train-4621,4621,train,4159,Women,Ladies,Sweater,Kappahl,Beige,42,C-collar,,100% Poly,Spring,,Reuse,50-100,5,5,,,,2023_02_10_07_41_13,station1,feb2023,Kappahl Sweater,Sweater,Beige,data/second_hand_clothing/images/train-4621.webp
train-4622,4622,train,4160,Women,Ladies,Blouse,Not in the list,Grey,,C-collar,,100% Cott,Spring,,Repair,<50,4,5,,Minor,,2023_02_10_07_46_26,station1,feb2023,Blouse,Blouse,Grey,data/second_hand_clothing/images/train-4622.webp
train-4623,4623,train,4161,Women,Ladies,Sweater,Missing,Red,,C-collar,,100% Acry,Autumn,,Recycle,<50,3,3,,,,2023_02_10_07_52_41,station1,feb2023,Sweater,Sweater,Red,data/second_hand_clothing/images/train-4623.webp
train-4624,4624,train,4162,Women,Ladies,Denim jacket,Not in the list,Blue,46,Regular,,72% Cott 28% Visc,Spring,,Reuse,50-100,5,5,,,,2023_02_10_07_57_28,station1,feb2023,Denim jacket,Denim jacket,Blue,data/second_hand_clothing/images/train-4624.webp
